фгфгфгфггфгфгфгхфгхёёёёёёёёё????/...>>>>><<<.......>>>>..,,ббббюююьторг!!!"""###****:::,,,...;;;((()))))___++|||\\|
888777ёёёЮЮЮЮЮЮЮ```````ЁЁЁЁЁЁёёёё2022-12-10 20:10:58,344 p=1981 u=zimnyakovrs n=ansible | ERROR! Invalid callback for stdout specified: yaml
2022-12-10 20:18:53,225 p=2627 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:18:54,388 p=2627 u=zimnyakovrs n=ansible | skipping: [ol79_81]
2022-12-10 20:18:54,460 p=2627 u=zimnyakovrs n=ansible | skipping: [alt10]
2022-12-10 20:18:54,719 p=2627 u=zimnyakovrs n=ansible | skipping: [a8_jenkins]
2022-12-10 20:18:54,757 p=2627 u=zimnyakovrs n=ansible | skipping: [a8_ansible]
2022-12-10 20:18:54,764 p=2627 u=zimnyakovrs n=ansible | skipping: [a8_elk]
2022-12-10 20:18:55,077 p=2627 u=zimnyakovrs n=ansible | skipping: [ol79_82]
2022-12-10 20:18:55,669 p=2627 u=zimnyakovrs n=ansible | skipping: [red73_87]
2022-12-10 20:18:55,685 p=2627 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a specific uid and a primary group of 'wheel'] *****************************************************************************************************************************************************************************************************
2022-12-10 20:18:56,952 p=2627 u=zimnyakovrs n=ansible | changed: [ol79_81]
2022-12-10 20:18:57,075 p=2627 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:18:57,310 p=2627 u=zimnyakovrs n=ansible | changed: [a8_jenkins]
2022-12-10 20:18:57,343 p=2627 u=zimnyakovrs n=ansible | changed: [a8_ansible]
2022-12-10 20:18:57,367 p=2627 u=zimnyakovrs n=ansible | changed: [a8_elk]
2022-12-10 20:18:57,711 p=2627 u=zimnyakovrs n=ansible | changed: [ol79_82]
2022-12-10 20:18:58,250 p=2627 u=zimnyakovrs n=ansible | changed: [red73_87]
2022-12-10 20:18:58,265 p=2627 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:18:58,303 p=2627 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,319 p=2627 u=zimnyakovrs n=ansible | ok: [a8_ansible] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,335 p=2627 u=zimnyakovrs n=ansible | ok: [a8_jenkins] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,352 p=2627 u=zimnyakovrs n=ansible | ok: [a8_elk] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,369 p=2627 u=zimnyakovrs n=ansible | ok: [ol79_81] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,374 p=2627 u=zimnyakovrs n=ansible | ok: [ol79_82] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,390 p=2627 u=zimnyakovrs n=ansible | ok: [red73_87] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:18:58,404 p=2627 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:18:59,623 p=2627 u=zimnyakovrs n=ansible | changed: [ol79_81]
2022-12-10 20:18:59,748 p=2627 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:19:00,025 p=2627 u=zimnyakovrs n=ansible | changed: [a8_jenkins]
2022-12-10 20:19:00,092 p=2627 u=zimnyakovrs n=ansible | changed: [a8_ansible]
2022-12-10 20:19:00,106 p=2627 u=zimnyakovrs n=ansible | changed: [a8_elk]
2022-12-10 20:19:00,400 p=2627 u=zimnyakovrs n=ansible | changed: [ol79_82]
2022-12-10 20:19:00,894 p=2627 u=zimnyakovrs n=ansible | ok: [red73_87]
2022-12-10 20:19:00,907 p=2627 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:19:02,081 p=2627 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:19:02,110 p=2627 u=zimnyakovrs n=ansible | ok: [ol79_81]
2022-12-10 20:19:02,504 p=2627 u=zimnyakovrs n=ansible | ok: [a8_jenkins]
2022-12-10 20:19:02,505 p=2627 u=zimnyakovrs n=ansible | ok: [a8_ansible]
2022-12-10 20:19:02,606 p=2627 u=zimnyakovrs n=ansible | ok: [a8_elk]
2022-12-10 20:19:02,841 p=2627 u=zimnyakovrs n=ansible | ok: [ol79_82]
2022-12-10 20:19:03,274 p=2627 u=zimnyakovrs n=ansible | ok: [red73_87]
2022-12-10 20:19:03,289 p=2627 u=zimnyakovrs n=ansible | TASK [Copy keys using inline content] **************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:19:03,308 p=2627 u=zimnyakovrs n=ansible | fatal: [alt10]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,323 p=2627 u=zimnyakovrs n=ansible | fatal: [a8_ansible]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,337 p=2627 u=zimnyakovrs n=ansible | fatal: [a8_jenkins]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,352 p=2627 u=zimnyakovrs n=ansible | fatal: [a8_elk]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,368 p=2627 u=zimnyakovrs n=ansible | fatal: [ol79_81]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,383 p=2627 u=zimnyakovrs n=ansible | fatal: [ol79_82]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,386 p=2627 u=zimnyakovrs n=ansible | fatal: [red73_87]: FAILED! => 
  msg: 'Invalid data passed to ''loop'', it requires a list, got this instead: authorized_keys_list. Hint: If you passed a list/dict of just one element, try adding wantlist=True to your lookup invocation or use q/query instead of lookup.'
2022-12-10 20:19:03,388 p=2627 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:19:03,388 p=2627 u=zimnyakovrs n=ansible | a8_ansible                 : ok=5    changed=2    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,388 p=2627 u=zimnyakovrs n=ansible | a8_elk                     : ok=5    changed=2    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,388 p=2627 u=zimnyakovrs n=ansible | a8_jenkins                 : ok=5    changed=2    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,388 p=2627 u=zimnyakovrs n=ansible | alt10                      : ok=5    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,389 p=2627 u=zimnyakovrs n=ansible | c7gnome                    : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2022-12-10 20:19:03,389 p=2627 u=zimnyakovrs n=ansible | ol79_81                    : ok=5    changed=2    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,389 p=2627 u=zimnyakovrs n=ansible | ol79_82                    : ok=5    changed=2    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,389 p=2627 u=zimnyakovrs n=ansible | red73_87                   : ok=5    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:19:03,389 p=2627 u=zimnyakovrs n=ansible | zorinos                    : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2022-12-10 20:20:08,625 p=3325 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:08,638 p=3325 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:09,787 p=3325 u=zimnyakovrs n=ansible | fatal: [c7gnome]: UNREACHABLE! => changed=false 
  msg: 'Failed to connect to the host via ssh: ssh: connect to host 192.168.0.79 port 22: No route to host'
  unreachable: true
2022-12-10 20:20:11,753 p=3325 u=zimnyakovrs n=ansible | ok: [a8_jenkins]
2022-12-10 20:20:11,787 p=3325 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:20:11,807 p=3325 u=zimnyakovrs n=ansible | ok: [a8_ansible]
2022-12-10 20:20:11,874 p=3325 u=zimnyakovrs n=ansible | ok: [a8_elk]
2022-12-10 20:20:12,091 p=3325 u=zimnyakovrs n=ansible | ok: [ol79_81]
2022-12-10 20:20:13,277 p=3325 u=zimnyakovrs n=ansible | fatal: [zorinos]: UNREACHABLE! => changed=false 
  msg: 'Failed to connect to the host via ssh: ssh: connect to host 192.168.0.99 port 22: No route to host'
  unreachable: true
2022-12-10 20:20:13,412 p=3325 u=zimnyakovrs n=ansible | ok: [ol79_82]
2022-12-10 20:20:14,137 p=3325 u=zimnyakovrs n=ansible | ok: [red73_87]
2022-12-10 20:20:14,161 p=3325 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:15,365 p=3325 u=zimnyakovrs n=ansible | skipping: [ol79_81]
2022-12-10 20:20:15,454 p=3325 u=zimnyakovrs n=ansible | skipping: [alt10]
2022-12-10 20:20:15,709 p=3325 u=zimnyakovrs n=ansible | skipping: [a8_jenkins]
2022-12-10 20:20:15,738 p=3325 u=zimnyakovrs n=ansible | skipping: [a8_ansible]
2022-12-10 20:20:15,766 p=3325 u=zimnyakovrs n=ansible | skipping: [a8_elk]
2022-12-10 20:20:16,077 p=3325 u=zimnyakovrs n=ansible | skipping: [ol79_82]
2022-12-10 20:20:16,528 p=3325 u=zimnyakovrs n=ansible | skipping: [red73_87]
2022-12-10 20:20:16,543 p=3325 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a specific uid and a primary group of 'wheel'] *****************************************************************************************************************************************************************************************************
2022-12-10 20:20:17,862 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_81]
2022-12-10 20:20:18,023 p=3325 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:20:18,212 p=3325 u=zimnyakovrs n=ansible | changed: [a8_jenkins]
2022-12-10 20:20:18,239 p=3325 u=zimnyakovrs n=ansible | changed: [a8_ansible]
2022-12-10 20:20:18,250 p=3325 u=zimnyakovrs n=ansible | changed: [a8_elk]
2022-12-10 20:20:18,630 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_82]
2022-12-10 20:20:19,158 p=3325 u=zimnyakovrs n=ansible | changed: [red73_87]
2022-12-10 20:20:19,171 p=3325 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:19,243 p=3325 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,263 p=3325 u=zimnyakovrs n=ansible | ok: [a8_ansible] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
